index,prediction
13403,150.0 gram
13404,2.0 None
13405,265.0 pound
13406,18.89 inch
13407,48.0 centimeter
13408,20.0 centimeter
13409,184.0 centimeter
13410,8.0 None
13411,6.0 None
13412,50.0 gram
13413,
13414,
13415,
13416,5.0 None
13417,5.0 None
13418,5.0 None
13419,3.7 volt
13420,
13421,
13422,
13423,154.0 pound
13424,
13425,
13426,
13427,
13428,55.0 centimeter
13429,55.0 centimeter
13430,3.0 centimeter
13431,11.5 centimeter
13432,210200.0 gram
13433,
13434,350.0 gram
13435,1430.0 gram
13436,75.0 centimeter
13437,120.0 centimeter
13438,5.0 centimeter
13439,205.0 centimeter
13440,205.0 centimeter
13441,
13442,1.07 kilogram
13443,2.0 ounce
13444,9.0 centimeter
13445,96.0 inch
13446,
13447,340.0 millimeter
13448,10.0 centimeter
13449,12.0 volt
13450,176.4 pound
13451,30.0 centimeter
13452,23.0 centimeter
13453,40.0 centimeter
13454,2.6 pound
13455,42.0 centimeter
13456,42.0 centimeter
13457,
13458,17.4 centimeter
13459,17.4 centimeter
13460,8.27 inch
13461,2.83 inch
13462,40.0 centimeter
13463,17.7 centimeter
13464,4.7 centimeter
13465,
13466,170.0 millimeter
13467,
13468,1.77 inch
13469,2.95 inch
13470,
13471,120.0 centimeter
13472,120.0 centimeter
13473,
13474,25.0 centimeter
13475,5.0 centimeter
13476,750.0 watt
13477,240.0 volt
13478,240.0 millimeter
13479,98.0 millimeter
13480,98.0 millimeter
13481,1500.0 watt
13482,
13483,110.0 volt
13484,454.0 gram
13485,330.0 pound
13486,330.0 pound
13487,30.0 pound
13488,2.9 centimeter
13489,2.9 centimeter
13490,96.01 centimeter
13491,75.0 centimeter
13492,16.0 ounce
13493,15.0 centimeter
13494,5.9 inch
13495,
13496,228.0 gram
13497,
13498,
13499,24.0 volt
13500,330.0 ounce
13501,12.5 centimeter
13502,12.5 centimeter
13503,440.0 pound
13504,5.5 centimeter
13505,11.5 centimeter
13506,
13507,350.0 pound
13508,
13509,18.0 centimeter
13510,18.0 centimeter
13511,
13512,
13513,
13514,
13515,330.0 pound
13516,
13517,
13518,
13519,19.0 centimeter
13520,19.0 centimeter
13521,
13522,1.0 watt
13523,
13524,3.54 inch
13525,3.54 inch
13526,0.78 inch
13527,2.0 centimeter
13528,5.0 kilogram
13529,
13530,
13531,
13532,
13533,17.0 centimeter
13534,26.0 centimeter
13535,2.76 inch
13536,1500.0 watt
13537,
13538,
13539,4.13 inch
13540,10.5 centimeter
13541,600.0 gram
13542,12.0 centimeter
13543,11.81 inch
13544,12.0 centimeter
13545,1.0 None
13546,6.0 None
13547,39.0 centimeter
13548,2.0 pound
13549,
13550,20.0 centimeter
13551,20.0 centimeter
13552,
13553,90.0 centimeter
13554,
13555,
13556,50.0 watt
13557,40.0 watt
13558,
13559,
13560,16.0 centimeter
13561,15.0 centimeter
13562,1.0 centimeter
13563,20.0 centimeter
13564,9.06 inch
13565,31.5 centimeter
13566,690.0 gram
13567,
13568,58.0 centimeter
13569,20.0 centimeter
13570,58.0 centimeter
13571,
13572,6.7 None
13573,34.0 inch
13574,210.0 millimeter
13575,5.0 volt
13576,1.0 centimeter
13577,8.0 ounce
13578,
13579,18.0 watt
13580,210.0 None
13581,210.0 None
13582,48.0 kilogram
13583,120.0 centimeter
13584,80.0 centimeter
13585,
13586,11.0 centimeter
13587,8.4 centimeter
13588,50.0 centimeter
13589,92.0 millimeter
13590,8.0 None
13591,11.0 centimeter
13592,3.5 centimeter
13593,
13594,
13595,
13596,4.0 inch
13597,4.0 inch
13598,6.5 centimeter
13599,6.5 centimeter
13600,136.0 kilogram
13601,9.8 centimeter
13602,150.0 None
13603,15.0 centimeter
13604,15.0 centimeter
13605,314.2 gram
13606,208.0 millimeter
13607,
13608,3.5 inch
13609,1.1 inch
13610,76.0 centimeter
13611,75.0 centimeter
13612,2.36 inch
13613,2.36 inch
13614,30.0 ounce
13615,
13616,
13617,8.25 inch
13618,3.65 inch
13619,
13620,
13621,5.8 inch
13622,14.7 centimeter
13623,5.0 centimeter
13624,5.0 centimeter
13625,5.0 centimeter
13626,12.0 centimeter
13627,12.0 centimeter
13628,12.0 centimeter
13629,
13630,30.0 centimeter
13631,11.79 inch
13632,60.0 centimeter
13633,60.0 centimeter
13634,6.0 centimeter
13635,
13636,79.0 centimeter
13637,
13638,11.7 pound
13639,8.3 centimeter
13640,3.2 inch
13641,8.3 centimeter
13642,17.8 centimeter
13643,17.8 centimeter
13644,75008.0 ounce
13645,
13646,6.07 ounce
13647,200.0 kilogram
13648,200.0 kilogram
13649,690.0 gram
13650,2.95 inch
13651,1.0 kilogram
13652,
13653,120.0 volt
13654,
13655,25.0 gram
13656,5.2 centimeter
13657,6.0 centimeter
13658,3.93 inch
13659,10.0 centimeter
13660,18.8 centimeter
13661,26.4 centimeter
13662,10.39 inch
13663,
13664,12.0 ounce
13665,
13666,
13667,
13668,34.0 centimeter
13669,2.0 inch
13670,2.0 inch
13671,
13672,
13673,
13674,
13675,
13676,120.0 millimeter
13677,22.5 centimeter
13678,22.5 centimeter
13679,
13680,
13681,
13682,3.0 ounce
13683,264.0 pound
13684,12.0 volt
13685,100.0 gram
13686,29.0 centimeter
13687,29.0 centimeter
13688,50.0 kilogram
13689,88.9 centimeter
13690,45.72 centimeter
13691,120.0 centimeter
13692,120.0 centimeter
13693,
13694,50.0 centimeter
13695,50.0 centimeter
13696,4.33 inch
13697,5.0 inch
13698,141.7 gram
13699,
13700,70.0 centimeter
13701,70.0 centimeter
13702,
13703,
13704,330.0 pound
13705,
13706,25.0 pound
13707,12.0 volt
13708,10.0 watt
13709,
13710,
13711,48.0 millimeter
13712,120.0 kilogram
13713,120.0 kilogram
13714,
13715,28.0 centimeter
13716,19.0 centimeter
13717,2.4 inch
13718,10.0 centimeter
13719,200.0 pound
13720,
13721,18.0 centimeter
13722,3.3 pound
13723,13.0 centimeter
13724,13.0 centimeter
13725,
13726,
13727,18.0 centimeter
13728,6.3 inch
13729,19.0 centimeter
13730,175.0 millimeter
13731,30.48 centimeter
13732,14.0 centimeter
13733,36.0 centimeter
13734,
13735,80.0 kilogram
13736,10.0 centimeter
13737,78.7 None
13738,1.08 pound
13739,
13740,
13741,35.5 inch
13742,48.0 None
13743,48.0 None
13744,150.0 pound
13745,150.0 pound
13746,80.0 centimeter
13747,60.0 centimeter
13748,
13749,30.0 centimeter
13750,
13751,
13752,150.0 centimeter
13753,8.4 centimeter
13754,6.05 inch
13755,300.0 kilogram
13756,23.0 centimeter
13757,8.6 centimeter
13758,4.8 ounce
13759,
13760,50.0 centimeter
13761,2.8 inch
13762,2.8 inch
13763,4.0 millimeter
13764,6.0 centimeter
13765,
13766,21.0 centimeter
13767,21.0 centimeter
13768,29.7 centimeter
13769,24.0 centimeter
13770,3.0 None
13771,19.5 centimeter
13772,250.0 kilogram
13773,
13774,3.3 inch
13775,8.4 centimeter
13776,
13777,193.0 millimeter
13778,475.0 millimeter
13779,33.0 pound
13780,4.52 inch
13781,1.77 inch
13782,22.2 centimeter
13783,8.74 inch
13784,5.89 inch
13785,5.89 inch
13786,30.0 pound
13787,82016.0 ounce
13788,2000.0 watt
13789,
13790,26.4 ounce
13791,200.0 kilogram
13792,300.0 kilogram
13793,
13794,20.0 centimeter
13795,20.0 centimeter
13796,8.0 ounce
13797,
13798,20.0 millimeter
13799,20.0 millimeter
13800,20.0 millimeter
13801,100.0 centimeter
13802,
13803,
13804,2.12 ounce
13805,160.0 centimeter
13806,
13807,7.0 centimeter
13808,20.3 centimeter
13809,66.0 pound
13810,10.0 centimeter
13811,
13812,
13813,
13814,10.0 inch
13815,8.0 inch
13816,946.0 millilitre
13817,50.0 centimeter
13818,100.0 gram
13819,2.5 inch
13820,
13821,
13822,1.4 inch
13823,38.0 millimeter
13824,38.0 millimeter
13825,38.0 millimeter
13826,150.0 None
13827,660.0 pound
13828,90.7 kilogram
13829,16.0 millimeter
13830,
13831,
13832,13.5 centimeter
13833,13.5 centimeter
13834,
13835,
13836,
13837,
13838,900.0 pound
13839,120.0 centimeter
13840,30.0 centimeter
13841,
13842,4.0 millimeter
13843,
13844,3.0 centimeter
13845,3.0 centimeter
13846,18.0 centimeter
13847,1.2 pound
13848,8.0 centimeter
13849,8.0 centimeter
13850,8.0 centimeter
13851,150.0 millimeter
13852,19.5 millimeter
13853,
13854,110.0 volt
13855,600.0 watt
13856,3.2 centimeter
13857,15.0 centimeter
13858,3.2 centimeter
13859,
13860,64.0 gram
13861,
13862,60.0 centimeter
13863,3.93 inch
13864,9.0 ounce
13865,
13866,
13867,180.0 centimeter
13868,
13869,77.0 millimeter
13870,77.0 millimeter
13871,185.0 gram
13872,330.0 pound
13873,5.0 centimeter
13874,21.0 centimeter
13875,6.22 inch
13876,21.0 centimeter
13877,400.0 pound
13878,12.0 inch
13879,8.0 inch
13880,17.0 centimeter
13881,210.0 centimeter
13882,
13883,
13884,25.0 centimeter
13885,14.0 centimeter
13886,50.0 None
13887,
13888,
13889,
13890,
13891,
13892,
13893,3.0 gram
13894,
13895,220240.0 volt
13896,
13897,10.0 centimeter
13898,10.0 centimeter
13899,
13900,14.0 centimeter
13901,148.0 gram
13902,
13903,31.0 inch
13904,12.0 volt
13905,15.0 kilogram
13906,160.0 centimeter
13907,
13908,
13909,
13910,107.0 millimeter
13911,107.0 millimeter
13912,600.0 watt
13913,
13914,737.0 gram
13915,400.0 gram
13916,8.5 millimeter
13917,1.1 inch
13918,28.0 millimeter
13919,
13920,13.0 ounce
13921,
13922,50.0 kilogram
13923,12.0 centimeter
13924,18.0 centimeter
13925,18.0 centimeter
13926,20.0 inch
13927,20.0 inch
13928,37.0 millimeter
13929,5.11 inch
13930,9.05 inch
13931,10.0 pound
13932,70.0 kilogram
13933,
13934,
13935,0.7 inch
13936,2.75 inch
13937,200.0 centimeter
13938,200.0 centimeter
13939,
13940,
13941,
13942,200.0 millimeter
13943,46.0 centimeter
13944,5.0 centimeter
13945,5.0 centimeter
13946,4.5 centimeter
13947,4.5 centimeter
13948,1.57 inch
13949,2.08 inch
13950,103.0 centimeter
13951,103.0 centimeter
13952,16.2 inch
13953,5.0 centimeter
13954,29.0 centimeter
13955,240.0 centimeter
13956,285.0 centimeter
13957,
13958,1800.0 watt
13959,120.0 volt
13960,
13961,
13962,
13963,500.0 pound
13964,79.0 centimeter
13965,120.0 millilitre
13966,
13967,
13968,
13969,
13970,5.0 gram
13971,4.0 centimeter
13972,3.62 None
13973,3.62 None
13974,
13975,2200.0 watt
13976,110.0 kilogram
13977,107.5 centimeter
13978,107.5 centimeter
13979,107.5 centimeter
13980,85.0 gram
13981,
13982,6.4 centimeter
13983,30.0 centimeter
13984,6.0 None
13985,15.0 centimeter
13986,6.0 None
13987,150.0 kilogram
13988,
13989,193.0 gram
13990,6.0 None
13991,9.0 None
13992,66.0 centimeter
13993,2.0 None
13994,1.6 centimeter
13995,300.0 gram
13996,150.0 kilogram
13997,20.0 meter
13998,
13999,5.66 inch
14000,1000.0 None
14001,23.0 centimeter
14002,23.0 centimeter
14003,23.0 centimeter
14004,
14005,
14006,5.0 volt
14007,4.2 centimeter
14008,4.3 centimeter
14009,6.0 centimeter
14010,
14011,10.0 centimeter
14012,10.0 centimeter
14013,12.0 volt
14014,
14015,661.0 pound
14016,54.0 centimeter
14017,54.0 centimeter
14018,54.0 centimeter
14019,1000.0 None
14020,9.65 inch
14021,50.0 gram
14022,24.0 centimeter
14023,5.0 centimeter
14024,120.0 centimeter
14025,400.0 pound
14026,
14027,
14028,
14029,19.0 centimeter
14030,19.0 centimeter
14031,19.0 centimeter
14032,
14033,4.8 volt
14034,11.0 ounce
14035,
14036,
14037,60.0 centimeter
14038,100.0 gram
14039,144.0 centimeter
14040,3.1 inch
14041,3.1 inch
14042,
14043,
14044,
14045,
14046,
14047,
14048,
14049,1.22 ounce
14050,40.0 centimeter
14051,1000.0 pound
14052,22.5 centimeter
14053,11.8 inch
14054,8.8 inch
14055,15.8 pound
14056,15.8 pound
14057,25.0 pound
14058,4.13 inch
14059,4.13 inch
14060,110.0 volt
14061,
14062,
14063,3.8 inch
14064,9.0 centimeter
14065,3.8 inch
14066,
14067,23.0 centimeter
14068,530.0 None
14069,720.0 millimeter
14070,203.5 centimeter
14071,45.0 centimeter
14072,20.0 None
14073,20.0 centimeter
14074,9.0 centimeter
14075,81.0 kilogram
14076,12.0 inch
14077,30.0 centimeter
14078,
14079,41.0 meter
14080,0.95 ounce
14081,30.0 millimeter
14082,10.0 ounce
14083,200.0 kilogram
14084,13.5 centimeter
14085,13.5 centimeter
14086,13.5 centimeter
14087,132.0 pound
14088,8.0 centimeter
14089,8.0 centimeter
14090,
14091,10.0 centimeter
14092,10.0 centimeter
14093,45.0 centimeter
14094,32.7 centimeter
14095,18.0 centimeter
14096,4.5 centimeter
14097,10.0 gram
14098,300.0 centimeter
14099,100.0 ounce
14100,44.0 pound
14101,
14102,75.0 centimeter
14103,75.0 centimeter
14104,
14105,100.0 millilitre
14106,
14107,31.9 None
14108,
14109,8.6 inch
14110,7.9 inch
14111,95.0 pound
14112,18.5 centimeter
14113,12.0 centimeter
14114,12.0 watt
14115,
14116,18.0 centimeter
14117,12.59 inch
14118,40.0 centimeter
14119,
14120,68.0 None
14121,68.0 None
14122,11.8 None
14123,
14124,10.24 inch
14125,73.0 millimeter
14126,73.0 millimeter
14127,
14128,1.5 inch
14129,7.7 centimeter
14130,10.0 centimeter
14131,7.0 centimeter
14132,7.0 centimeter
14133,20.0 centimeter
14134,7.0 centimeter
14135,1.57 inch
14136,
14137,29.5 centimeter
14138,29.5 centimeter
14139,
14140,2.8 centimeter
14141,210.0 gram
14142,21.0 centimeter
14143,198.0 pound
14144,50.0 kilogram
14145,
14146,115.0 volt
14147,350.0 pound
14148,
14149,
14150,
14151,1.0 kilogram
14152,2000.0 ounce
14153,454.0 gram
14154,4.8 volt
14155,3.74 inch
14156,9.5 centimeter
14157,11.0 centimeter
14158,70.0 centimeter
14159,70.0 centimeter
14160,
14161,600.0 watt
14162,
14163,
14164,
14165,
14166,2200.0 watt
14167,220.0 volt
14168,
14169,30.0 ounce
14170,45.0 None
14171,101.0 millimeter
14172,220.0 pound
14173,14.3 ounce
14174,
14175,96.5 millimeter
14176,96.5 millimeter
14177,177.5 millimeter
14178,
14179,170.0 gram
14180,
14181,220.0 pound
14182,17.5 inch
14183,
14184,
14185,9.0 centimeter
14186,11.0 centimeter
14187,
14188,454.0 gram
14189,150.0 kilogram
14190,77.0 millimeter
14191,77.0 millimeter
14192,97.0 millimeter
14193,40.0 centimeter
14194,40.0 centimeter
14195,10.0 gram
14196,16.0 gram
14197,16.0 gram
14198,30.0 gram
14199,
14200,2.16 inch
14201,493.0 millimeter
14202,110.0 centimeter
14203,110.0 centimeter
14204,46.0 ounce
14205,
14206,28.0 centimeter
14207,5.0 centimeter
14208,30.4 pound
14209,
14210,16.0 inch
14211,
14212,250.0 millimeter
14213,13.5 centimeter
14214,5.3 inch
14215,8.0 centimeter
14216,8.0 centimeter
14217,500.0 millilitre
14218,325.0 millilitre
14219,
14220,
14221,40.0 centimeter
14222,40.0 centimeter
14223,40.0 centimeter
14224,1.7 inch
14225,1.7 inch
14226,
14227,
14228,
14229,
14230,40.0 centimeter
14231,8.6 centimeter
14232,500.0 None
14233,3.4 inch
14234,7.0 centimeter
14235,3.93 inch
14236,180.0 millimeter
14237,180.0 millimeter
14238,1.06 inch
14239,1.06 inch
14240,27.17 None
14241,
14242,35.0 millimeter
14243,70.0 pound
14244,70.0 pound
14245,40.0 meter
14246,120.0 watt
14247,12.0 volt
14248,6.3 inch
14249,16.0 centimeter
14250,
14251,600.0 pound
14252,600.0 pound
14253,7.0 centimeter
14254,7.0 centimeter
14255,150.0 millimeter
14256,150.0 millimeter
14257,153.0 millimeter
14258,4.8 centimeter
14259,19.0 centimeter
14260,43.0 centimeter
14261,80.0 centimeter
14262,80.0 centimeter
14263,
14264,610.0 gram
14265,
14266,
14267,12.0 volt
14268,
14269,
14270,4.8 inch
14271,5.5 ounce
14272,750.0 watt
14273,
14274,
14275,90.0 centimeter
14276,100.0 centimeter
14277,50.0 gram
14278,2.5 inch
14279,56.4 centimeter
14280,128.0 gram
14281,285.0 millimeter
14282,73.0 millimeter
14283,73.0 millimeter
14284,5.75 inch
14285,300.0 kilogram
14286,300.0 kilogram
14287,13.0 centimeter
14288,15.7 inch
14289,15.7 inch
14290,
14291,10.0 centimeter
14292,320.0 None
14293,110.0 centimeter
14294,35.0 centimeter
14295,110.0 centimeter
14296,
14297,7.0 centimeter
14298,6.0 centimeter
14299,7.0 centimeter
14300,7.0 centimeter
14301,
14302,
14303,5.0 centimeter
14304,
14305,
14306,
14307,
14308,
14309,0.43 watt
14310,
14311,125.0 volt
14312,16.0 ounce
14313,300.0 centimeter
14314,300.0 centimeter
14315,2.76 inch
14316,2.76 inch
14317,4.5 inch
14318,12.0 inch
14319,12.0 inch
14320,12.0 inch
14321,
14322,
14323,
14324,
14325,25.8 millimeter
14326,100.0 millimeter
14327,
14328,250.0 watt
14329,3.0 None
14330,
14331,12.6 inch
14332,32.0 centimeter
14333,12.6 inch
14334,10.0 centimeter
14335,7.5 centimeter
14336,
14337,
14338,
14339,
14340,1.97 inch
14341,5.0 centimeter
14342,3.5 centimeter
14343,3.5 centimeter
14344,770.0 millimeter
14345,65.0 None
14346,7.9 inch
14347,7.9 inch
14348,57.0 gram
14349,3.85 volt
14350,92.0 millimeter
14351,8.0 None
14352,75.0 millimeter
14353,5.5 centimeter
14354,100.0 None
14355,2.16 inch
14356,
14357,
14358,
14359,
14360,
14361,
14362,423.0 gram
14363,120.0 volt
14364,
14365,
14366,35.0 pound
14367,95.0 centimeter
14368,60.0 centimeter
14369,90.0 centimeter
14370,600.0 gram
14371,10.23 inch
14372,10.23 inch
14373,13.77 inch
14374,13.77 inch
14375,22.0 pound
14376,22.0 pound
14377,283.0 gram
14378,
14379,
14380,220.0 pound
14381,30.0 gram
14382,2.0 watt
14383,
14384,120.0 volt
14385,8.0 ounce
14386,155.0 pound
14387,20.3 centimeter
14388,12.2 centimeter
14389,20.28 pound
14390,150.0 gram
14391,
14392,
14393,
14394,20.0 volt
14395,85.0 gram
14396,152.0 centimeter
14397,
14398,
14399,
14400,
14401,
14402,
14403,
14404,150.0 kilogram
14405,
14406,10.0 ounce
14407,8.5 ounce
14408,38.0 inch
14409,160.0 centimeter
14410,180.0 centimeter
14411,7.0 centimeter
14412,
14413,30.0 watt
14414,125.0 volt
14415,24.0 centimeter
14416,80.0 centimeter
14417,80.0 centimeter
14418,7.08 inch
14419,7.08 inch
14420,
14421,67.0 pound
14422,1000.0 pound
14423,
14424,2.0 inch
14425,6.5 centimeter
14426,20.0 millimeter
14427,32.0 millimeter
14428,3.5 centimeter
14429,120.0 volt
14430,5.0 centimeter
14431,355.0 ounce
14432,90.0 centimeter
14433,23.6 inch
14434,35.43 inch
14435,2.27 kilogram
14436,30.0 centimeter
14437,43.0 centimeter
14438,70.0 centimeter
14439,38.0 centimeter
14440,60.0 centimeter
14441,
14442,480.0 gram
14443,300.0 pound
14444,300.0 pound
14445,3.14 inch
14446,8.0 centimeter
14447,
14448,
14449,
14450,40.0 centimeter
14451,6.69 inch
14452,37.79 inch
14453,
14454,3.7 volt
14455,
14456,150.0 kilogram
14457,38.0 millimeter
14458,20.0 None
14459,31.7 kilogram
14460,40.0 watt
14461,
14462,28.0 gram
14463,
14464,
14465,240.0 volt
14466,189.0 centimeter
14467,120.0 volt
14468,4.5 inch
14469,4.5 centimeter
14470,16.0 kilogram
14471,15.0 centimeter
14472,15.0 centimeter
14473,5.9 inch
14474,28.0 centimeter
14475,67.0 pound
14476,501.6 gram
14477,18.5 centimeter
14478,11.0 centimeter
14479,8.0 centimeter
14480,20.3 centimeter
14481,
14482,110.0 pound
14483,
14484,16.5 centimeter
14485,7.4 centimeter
14486,2.75 inch
14487,13.7 inch
14488,567.0 gram
14489,30.0 pound
14490,
14491,5.0 volt
14492,
14493,4.33 inch
14494,6.1 inch
14495,2.76 inch
14496,2.76 inch
14497,70.0 kilogram
14498,
14499,19.0 centimeter
14500,8.5 centimeter
14501,9.0 centimeter
14502,9.0 centimeter
14503,
14504,15.0 centimeter
14505,5.9 inch
14506,1.9 inch
14507,1.9 inch
14508,1.5 inch
14509,12.0 volt
14510,500.0 gram
14511,1000.0 watt
14512,150.0 kilogram
14513,300.0 millilitre
14514,
14515,330.0 pound
14516,
14517,
14518,
14519,
14520,
14521,15.2 centimeter
14522,12.0 centimeter
14523,34.0 millimeter
14524,32.0 millimeter
14525,72.0 millimeter
14526,
14527,20.0 pound
14528,20.0 pound
14529,30.0 centimeter
14530,30.0 centimeter
14531,57.5 centimeter
14532,22.6 inch
14533,
14534,220.0 volt
14535,
14536,
14537,8.0 centimeter
14538,8.0 centimeter
14539,25.0 centimeter
14540,6.4 centimeter
14541,50.0 centimeter
14542,40.0 centimeter
14543,132.0 pound
14544,5.0 centimeter
14545,227.0 gram
14546,
14547,8.0 ounce
14548,
14549,
14550,
14551,
14552,800.0 pound
14553,300.0 watt
14554,
14555,
14556,
14557,32.64 watt
14558,
14559,
14560,24.0 centimeter
14561,24.0 centimeter
14562,907.0 gram
14563,
14564,
14565,
14566,
14567,29.0 gram
14568,454.0 gram
14569,90.0 centimeter
14570,265.0 pound
14571,7.0 centimeter
14572,34.0 centimeter
14573,34.0 centimeter
14574,34.0 centimeter
14575,53.3 centimeter
14576,
14577,1.0 watt
14578,
14579,7.87 inch
14580,200.0 millimeter
14581,38.4 centimeter
14582,5.1 None
14583,3.1 inch
14584,16.0 millimeter
14585,16.0 millimeter
14586,60.0 None
14587,
14588,28.0 gram
14589,
14590,150.0 kilogram
14591,45.0 centimeter
14592,45.0 centimeter
14593,18.0 centimeter
14594,37.0 centimeter
14595,198.0 gram
14596,
14597,7.0 centimeter
14598,
14599,600.0 None
14600,7.0 centimeter
14601,6.05 centimeter
14602,0.96 inch
14603,75.0 centimeter
14604,29.5 inch
14605,265.0 pound
14606,4.5 gram
14607,40.0 centimeter
14608,250.0 watt
14609,
14610,
14611,
14612,
14613,
14614,120.0 watt
14615,
14616,105.0 centimeter
14617,105.0 centimeter
14618,105.0 centimeter
14619,
14620,38.0 centimeter
14621,30.0 centimeter
14622,2.7 centimeter
14623,250.0 gram
14624,75.0 gram
14625,7.0 None
14626,7.0 None
14627,10.0 centimeter
14628,10.0 centimeter
14629,
14630,34.0 centimeter
14631,91.0 centimeter
14632,
14633,600.0 millimeter
14634,15.5 inch
14635,4.64 inch
14636,4.64 inch
14637,17.0 centimeter
14638,17.0 centimeter
14639,4.0 millimeter
14640,369.0 gram
14641,16.0 ounce
14642,
14643,76.0 centimeter
14644,60.0 centimeter
14645,150.0 kilogram
14646,150.0 kilogram
14647,150.0 kilogram
14648,
14649,
14650,
14651,36.0 watt
14652,120.0 volt
14653,
14654,
14655,3.54 inch
14656,9.0 centimeter
14657,
14658,
14659,20.0 watt
14660,20.0 centimeter
14661,20.0 centimeter
14662,180.0 centimeter
14663,
14664,
14665,
14666,36.0 centimeter
14667,36.0 centimeter
14668,11.15 kilogram
14669,
14670,7.2 centimeter
14671,16.5 centimeter
14672,176.0 pound
14673,20.0 centimeter
14674,13.0 None
14675,14.18 None
14676,500.0 gram
14677,45.0 millimeter
